Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['cellular automata', 'iteration time', 'adjacent cell vacancy', 'arching signatures', 'jamming', 'disruptive interference', 'exit dynamics', 'confined pedestrians']","['exit dynamics', '-rrb-', '-lrb-', 'initially confined', 'pedestrians', 'dynamics', 'exit', 'confined', 'confined pedestrians', 'room', 'room -lrb-', 'behavior', 'power-law', '-lrb- disruptive interference', 'power-law behavior', '-lrb- disruptive', 'single-exit room', 'two-exit room -lrb-', 'time', 'analyze', 'initially', 'cell dimension -lrb-', 'streaming', 'disruptive interference', 'effect -rrb-', 'dimension -lrb-', 'interference effect -rrb-', 'soonest possible time', 'cell', 'path -lrb-', 'disruptive', 'interference', 'path -lrb- disruptive', 'sizes', 'single-exit', 'greater', 'known exit', 'higher', 'possible time', 'cellular automata', 'soonest possible', 'iteration time', 'time depending', 'pedestrians exited', 'exit widths', 'iteration time depending', 'average exit', 'exit throughput', 'modeled', 'cellular', 'automata', 'compete', 'escape', 'known', 'soonest', 'possible', 'adjacent cell', 'cell vacancy', 'pedestrians crossing', 'relaxed pedestrians', 'two-exit room', 'adjacent cell vacancy', 'forward', 'backward', 'left', 'right', 'iteration', 'depending', 'adjacent', 'vacancy', 'accordance', 'simple', 'rules', 'determine', 'compulsion', 'physical', 'capability', 'relative', 'neighbors', 'simple rules', 'physical capability', 'capability relative', 'power-law curve', 'cell dimension', 'diffusive behavior', 'exited', 'arching', 'signatures', 'jamming', 'observed', 'bursts', 'found', 'burst-size', 'frequency', 'distribution', 'widths', 'dimension', 'slope', 'curve', 'varies', 'diffusive', 'arises', 'large', 'likely', 'leads', 'counterintuitive', 'result', 'average', 'throughput', 'obtained', 'physical capability relative', 'two-exit', 'twice', 'yield', 'doors', 'separated', 'far', 'significantly', 'collective', 'slow-down', 'emerges', 'crossing', 'path', 'effect', 'door', 'number', 'relaxed', 'anxious', 'interference effect', 'arching signatures', 'average exit throughput', 'disruptive interference effect', 'burst-size frequency', 'frequency distribution', 'power-law curve varies', 'curve varies', 'large burst', 'counterintuitive result', 'anxious ones', 'separated far', 'collective slow-down', 'door number', 'large burst sizes', 'burst-size frequency distribution']",0.05555555555555555,1.0,0.10526315789473684,8,144,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.125,0.08695652173913045,0.32886834530641973,0.047472058723797186
"['stock market returns', 'empirical statistical observations', 'invariant measures', 'statistical quantities']","['stock market dynamics', 'empirical statistical observations', 'market dynamics', 'stock market returns', 'stock market', 'market returns', 'market', 'empirical statistical', 'statistical observations', 'brazilian stock telebras', 'poincare return time', 'stock', 'low-dimensional dynamical systems', 'properties', 'poincare return', 'returns', 'stock telebras', 'dynamics', 'elucidate', 'empirical', 'observations', 'low-dimensional', 'statistical', 'brazilian stock', 'recurrent', 'dynamical', 'present', 'low-dimensional chaotic trajectory', 'low-dimensional dynamical', 'invariant measures', 'poincare', 'recurrent properties', 'low-dimensional chaotic', 'dynamical systems', 'dynamical properties', 'simultaneously dynamical properties', 'present simultaneously dynamical', 'observed statistical', 'statistical quantities', 'telebras', 'observed statistical quantities', 'return time', 'brazilian', 'return fluctuations', 'chaotic trajectory', 'stocks present', 'present simultaneously', 'simultaneously dynamical', 'find', 'invariant', 'measures', 'systems', 'stocks present simultaneously', 'propose', 'modeled', 'time', 'chaotic', 'trajectory', 'observed', 'modeling', 'captures', 'fluctuations', 'able', 'predict', 'evolution', 'quantities', 'addition', 'explains', 'reason', 'simultaneously', 'high', 'uncertainties', 'analysis', 'use', 'data', '500', 'index', 'high uncertainties', 'use data', '500 index']",0.05,1.0,0.09523809523809523,4,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2640657548926214,0.038016362645360555
"['foreign exchange markets', 'efficiency', 'exchange rates', 'statistical forecast', 'quote sequence', 'trading rule']","['deutsche mark exchange', 'high-frequency -lrb- tick', 'tick -rrb- data', 'antipersistent markov behavior', 'foreign exchange markets', 'mark exchange rates', 'deutsche mark', 'high-frequency -lrb-', '-rrb- data', '-lrb- tick', 'tick -rrb-', 'antipersistent markov', 'markov behavior', 'quantitative check', 'foreign exchange', 'exchange markets', 'mark exchange', 'exchange rates', 'markov', 'deutsche', '-lrb-', '-rrb-', 'exchange', 'tick', 'given size implies', 'antipersistent', 'behavior', 'foreign', 'markets', 'quantitative', 'check', 'efficiency', 'dollar', 'mark', 'rates', 'developed', 'high-frequency', 'data', 'particular trading rule', 'log-price fluctuations', 'given size', 'size implies', 'statistical forecast', 'trading rule', 'available information', 'quote sequence', 'profitable following', 'particular trading', 'log-price', 'fluctuations', 'given', 'size', 'implies', 'principle', 'possibility', 'statistical', 'forecast', 'rule', 'introduce', 'measure', 'available', 'information', 'quote', 'sequence', 'profitable', 'following', 'particular', 'trading']",0.08823529411764706,1.0,0.1621621621621622,6,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3547202835663598,0.08483641845518072
"['digital control systems', 'causality constraint', 'optimal causal control laws', 'integer multiples']","['study digital control', '-lrb- gpc -rrb-', 'study digital', 'non-uniform updating', 'sampling patterns', 'special cases', 'generalized predictive control', 'control -lrb- gpc', 'include multirate sampled-data', 'predictive control -lrb-', 'gpc -rrb- design', 'generalized predictive', 'non-uniformly sampled systems', 'digital control systems', 'non-uniformly sampled', 'predictive control', '-lrb- gpc', 'gpc -rrb-', 'systems', 'include multirate', 'digital control', 'multirate sampled-data systems', 'control', 'lifted models', 'multirate sampled-data', 'sampled systems', 'gpc', 'derive lifted models', 'sampled-data systems', 'control -lrb-', 'predictive', 'generalized', '-rrb- design', 'non-uniformly', 'sampling', 'paper', 'study', 'digital', 'updating', 'patterns', 'include', 'special', 'cases', 'sampled', 'models', 'lifted', 'multirate', 'sampled-data', 'new gpc', 'gpc algorithm', 'new gpc algorithm', 'design', 'constraint', 'derive lifted', '-lrb-', '-rrb-', 'state-space domain', 'control systems', 'design constraint', 'causal control', 'control laws', 'so-called causality constraint', 'causality constraint', 'derive', 'state-space', 'domain', 'optimal causal control', 'causal control laws', 'main obstacle', 'so-called causality', 'taking', 'main', 'obstacle', 'so-called', 'causality', 'period', 'causal', 'account', 'propose', 'new', 'algorithm', 'results', 'optimal', 'laws', 'base period', 'optimal causal', 'solution', 'applies', 'immediately', 'rates', 'integer', 'multiples', 'base', 'solution applies', 'applies immediately', 'integer multiples', 'solution applies immediately']",0.030927835051546393,0.75,0.05940594059405941,4,97,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.39851053685991794,0.09591836734693877
"['decoherence', 'engineering constraints', 'scalable quantum computing devices']","['scalable quantum computing', 'quantum computing devices', 'quantum computing proposals', 'computing devices suffer', 'severe engineering constraints', 'solid-state quantum computing', 'quantum computing', 'scalable quantum', 'computing devices', 'computing proposals', 'devices suffer', 'severe engineering', 'engineering constraints', 'addressing solid-state proposals', 'solid-state quantum', 'solid-state proposals', 'quantum', 'computing', 'comprehensive encoding', 'proposals', 'decoherence', 'solution', 'comprehensive', 'solid-state', 'encoding', 'decoupling', 'practical solution', 'addressing solid-state', 'problems', 'scalable', 'devices', 'suffer', 'interaction', 'environment', 'severe', 'engineering', 'constraints', 'decoupling solution', 'design', 'major concerns', 'decoupling pulse', 'difficult design', 'design constraint', 'decoupling pulse sequences', 'introduce', 'practical', 'major', 'concerns', 'addressing', 'particular', 'encoding removes', 'logical qubit', 'completely eliminated', 'efficient set', 'pulse sequences', 'difficult design constraint', 'reduced', 'logical', 'qubit', 'completely', 'eliminated', 'efficient', 'set', 'pulse', 'sequences', 'dominant decoherence', 'decoherence processes', 'removes', 'need', 'single-qubit', 'operations', 'pose', 'difficult', 'dominant', 'processes', 'identified', 'empirically', 'order', 'optimize', 'single-qubit operations', 'identified empirically', 'dominant decoherence processes']",0.024390243902439025,0.6666666666666666,0.047058823529411764,3,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2279840842746042,0.0266837961163651
"['quantum field', 'quantum fluctuations']","['experiment -lsb- phys', 'recent experiment -lsb-', '-lsb- phys', 'experiment -lsb-', 'recent experiment', '-lrb- 2002 -rrb-', '-rrb- 023601 -rsb-', '-lsb-', 'phys', 'higher-order squeezing', 'field', 'higher-order', 'squeezing', 'phase control', 'system', '2002 -rrb- 023601', '-lrb- 2002', '2002 -rrb-', '-rrb- 023601', '023601 -rsb-', 'control', 'recent', 'experiment', 'lett', 'quantum', 'phase', 'two-photon', '-lrb-', '-rrb-', '-rsb-', 'observed', 'coherent', 'quantum field', 'higher-order quantum', 'higher-order quantum fluctuations', 'coherent field', 'lasting higher-order squeezing', 'higher-order squeezing effects', 'combined field', 'quantum fluctuations', 'phase-dependent photon', 'photon statistics', 'lasting higher-order', 'phase-dependent photon statistics', 'squeezing properties', 'two-photon source', 'squeezing effects', '2002', '023601', 'phase-dependent', 'photon', 'statistics', 'relative phase', 'mixing', 'source', 'advantage', 'atomic', 'transition-based', 'fluorescent', 'constructive two-photon', 'two-photon interference', 'relationship', 'discussed', 'paper', 'examine', 'properties', 'fluctuations', 'quadrature', 'components', 'combined', 'demonstrate', 'efficient', 'lasting', 'effects', 'proper', 'choice', 'relative', 'pump', 'nonclassical', 'feature', 'attributed', 'constructive', 'interference', 'second', 'atomic transition-based', 'transition-based fluorescent', 'fluorescent systems', 'quadrature components', 'proper choice', 'nonclassical feature', 'constructive two-photon interference', 'atomic transition-based fluorescent', 'transition-based fluorescent systems']",0.021505376344086023,1.0,0.04210526315789474,2,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20903320247580626,0.02565270188221008
"['finite sample properties', 'confidence intervals', 'financial economics', 'asset returns', 'long horizons', 'asymptotic properties', 'detrended fluctuation analysis', 'periodogram regression methods', 'heuristic values']","['estimating long-range dependence', 'finite sample properties', 'finite sample', 'major issue', 'financial economics', 'asset returns', 'long horizons', 'long-range dependence', 'estimating long-range', 'sample properties', 'long-range', 'dependence', 'estimating', 'asymptotic', 'statistics', 'properties', 'confidence intervals', 'finite', 'sample', 'major', 'issue', 'financial', 'economics', 'behavior', 'asset', 'returns', 'long', 'horizons', 'values', '-rrb- confidence intervals', 'confidence', 'intervals', 'test', 'gaussian white', 'periodogram regression', '-rrb- confidence', 'dfa statistics', 'analysis', 'proposed', 'periodogram', 'regression', 'methods', 'gaussian white noise', 'gaussian', 'asymptotic properties', 'known asymptotic properties', 'dfa statistics turns', 'dfa', 'approximate -rrb- confidence', 'empirical -lrb-', 'approximate -rrb-', '-lrb-', '-rrb-', 'estimators', 'simulated series', 'different lengths', 'known asymptotic', 'regression methods', 'known', 'important', 'accuracy', 'simulated', 'series', 'different', 'lengths', 'fluctuation analysis', 'construct empirical -lrb-', 'unfortunately', 'detrended', 'fluctuation', 'drawn', 'white', 'noise', 'periodogram regression methods', 'turns', 'unanimous', 'winner', 'statistics turns', 'values proposed', 'distribution', 'theory', 'derived', 'far', 'detrended fluctuation', 'samples drawn', 'white noise', 'asymptotic values', 'able', 'construct', 'empirical', 'approximate', 'differ', 'obtained', 'largely', 'heuristic', 'authors', 'close', 'asymptotic distribution', 'detrended fluctuation analysis', 'unanimous winner', 'distribution theory', 'obtained values', 'values differ', 'heuristic values', 'construct empirical', 'differ largely', 'asymptotic distribution theory', 'heuristic values proposed', 'obtained values differ', 'values differ largely']",0.08181818181818182,1.0,0.15126050420168066,9,110,0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,0.13333333333333333,0.2222222222222222,0.16666666666666669,0.39650823392036805,0.08638304870981037
"['artificial neural network', 'receptor affinity distribution', 'olfaction', 'linear threshold element', 'sensory neurons', 'linear separability', 'odorant discriminator']","['artificial neural network', 'neural network inspired', 'probabilistic receptor affinity', 'receptor affinity distribution', 'affinity distribution model', 'artificial neural', 'neural network', 'network inspired', 'probabilistic receptor', 'receptor affinity', 'affinity distribution', 'single processing linear', 'distribution model', 'linear separability', 'odorant discriminator', 'odorant', 'linear threshold element', 'linear', 'processing linear threshold', 'capacity', 'discrimination', 'single target odorant', 'critical capacity', 'single', 'single odorant', 'linear threshold', 'critical', 'model discrimination', 'processing linear', 'study', 'model', 'critical capacity alpha', 'single processing', 'introduce', 'artificial', 'neural', 'network', 'inspired', 'probabilistic', 'receptor', 'affinity', 'distribution', 'olfaction', 'odorant concentrations', 'system', 'critical capacity depends', 'computational capacity', 'olfactory bulb', 'system consists', 'computational', 'single target', 'separability', 'sub', 'curves', 'range', 'concentrations', 'target odorant', 'processing', 'sensory neurons', 'outputs converge', 'threshold element', 'olfactory', 'bulb', 'accomplished', 'analysis', 'capacity alpha', 'capacity depends', 'critical value', 'discrimination task', 'potential computational', 'computational properties', 'large number', 'background odorants', 'consists', 'sensory', 'neurons', 'outputs', 'converge', 'threshold', 'element', 'continuous curves', 'processing elements', 'study provides', 'numerical study', 'potential computational properties', 'aim', 'target', 'large', 'number', 'background', 'possible provided', 'quantitative analysis', 'possible', 'provided', 'exceed', 'value', 'calculate', 'alpha', 'scaling analysis', 'depends', 'thought', 'collection', 'responsible', 'quantitative', 'potential', 'properties', 'mathematical', 'formulation', 'problem', 'consider', 'determining', 'continuous', 'embedded', 'large-dimensional', 'space', 'numerical', 'method', 'signals', 'task', 'realizable', 'finite-size', 'scaling', 'mathematical formulation', 'large-dimensional space', 'finite-size scaling', 'finite-size scaling analysis']",0.05555555555555555,1.0,0.10526315789473684,7,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2874024848677281,0.036365310057967254
['wavelength services'],"['crest -lsb- wavelength', '-lsb- wavelength services', 'wavelength services -rsb-', 'services -rsb- wavelength', 'crest -lsb-', '-lsb- wavelength', 'services -rsb-', 'wavelength services', '-lsb-', '-rsb-', 'services', 'wavelength', 'quick turn-up time', 'waiting', 'wave', 'crest', 'hyped', 'nauseam', 'years', 'hyped ad nauseam', 'industry', 'quick turn-up', 'turn-up time', 'impressive margins', 'industry observers', 'ultimately flourish', 'lukewarm reception', 'despite', 'quick', 'turn-up', 'time', 'impressive', 'margins', 'live', 'expectations', 'flourish', 'reasons', 'lukewarm', 'reception', 'confusion', 'surrounds', 'technology', 'observers', 'convinced', 'ultimately']",0.022222222222222223,1.0,0.04347826086956522,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892003595168692,0.02631578947368421
"['quality expectations', 'ghost field', 'percolative phase transition', 'stationary state']","['mass media', 'quality expectations', 'people buy', 'neighbours tell', 'social percolation', 'mass media shift', 'quality', 'marketing model', 'solomon', 'weisbuch', 'media', 'mass', 'introduce additional information', 'percolation theory', 'percolation', 'media shift', 'social', 'model', 'influence', 'marketing', 'people', 'buy', 'product', 'neighbours', 'tell', 'higher', 'expectations', 'introduce additional', 'additional information', 'ghost field', 'percolative phase transition', 'phase transition observed', 'percolative phase', 'phase transition', 'transition observed', 'stationary state', 'introduce', 'additional', 'information', 'analogous', 'ghost', 'field', 'theory', 'reached', 'shift', 'phase', 'transition', 'observed', 'decrease', 'time', 'stationary', 'state']",0.07692307692307693,1.0,0.14285714285714288,4,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3306686922220016,0.08483511586452762
"['economics', 'quantum game theory']","['quantum market games', 'market games', 'quantum-like description', 'quantum market', 'quantum game theory', 'quantum', 'developed quantum game', 'recently developed quantum', 'market', 'games', 'propose', 'quantum-like', 'description', 'economics', 'game theory', 'developed quantum', 'quantum game', 'recently developed', 'theory', 'game', 'approach', 'roots', 'recently', 'developed']",0.08333333333333333,1.0,0.15384615384615385,2,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29926290896471497,0.08125
"['information network structuring', 'sewage conduits', 'communications infrastructure', 'information control facilities', 'information transmission network']","['information network structuring', '-lrb- soft -rrb-', 'advanced information society', 'soft -rrb- network', 'optical fiber network', 'electrical facility construction', 'sewage conduits', '-rrb- network plan', 'teleway -lrb- soft', 'network structuring', 'electrical facility', 'facility construction work', 'fiber teleway -lrb-', 'information network', 'pressing demand', 'communications infrastructure', 'optical fiber', 'fiber network laid', 'fiber network', 'sewer optical fiber', 'network', '-lrb- soft', 'soft -rrb-', '-rrb- network', 'information transmission network', 'optical fiber teleway', 'network laid', 'advanced information', 'information society', 'construction work', 'information', 'structuring', 'sewage', 'above-mentioned optical fiber', 'transmission network laid', 'network plan', 'conduits', 'teleway -lrb-', 'sewer conduits', 'optical', 'fiber', 'sewer optical', 'treatment site', 'construction', 'work', 'fiber teleway', 'transmission network', 'march 2000', 'electrical', 'sewer', 'facility', 'use', 'confront', 'advent', 'advanced', 'society', 'pressing', 'demand', 'adjustment', 'communications', 'infrastructure', 'utilizing', 'plan', 'information control facilities', 'information control', 'information transmission', 'city', 'tokyo', '-lrb-', 'soft', '-rrb-', 'above-mentioned optical', 'distance', 'reach', 'laid', 'total distance', 'march', 'reach 800', 'treatment', 'site', 'bureau', 'sewerage', 'promoting', 'project', 'teleway', 'final stage', 'according', 'total', 'scheduled', '470', 'end', '2000', 'control facilities', 'facilities scattered', 'places inclusive', 'control facilities scattered', 'final', 'stage', '800', 'facilities', 'adjust', 'completed', 'control', 'scattered', 'places', 'inclusive', 'intention', 'extend', 'transmission', 'above-mentioned', 'exclusively', 'paper', 'described', 'used']",0.043859649122807015,1.0,0.08403361344537816,5,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26226288106197754,0.03054535030386423
"['friction compensator', 'pneumatic control valves', 'stiction compensation', 'industrial controllers', 'standard control']","['-lrb- stiction -rrb-', 'static friction -lrb-', 'pneumatic control valves', 'friction -lrb- stiction', 'friction -lrb-', 'pneumatic control', 'control valves', '-lrb- stiction', 'stiction -rrb-', 'static friction', 'control', 'friction compensator', '-lrb-', '-rrb-', 'pneumatic', 'valves', 'friction', 'control signal', 'compensates', 'static', 'presented', 'procedure', 'stiction', 'pulses', 'adding pulses', 'compensation', 'control action', 'control systems', 'control error', 'standard control', 'industrial', 'procedure reduces', 'obtained', 'adding', 'signal', 'industrial controllers', 'industrial experiences', 'stick-slip motion', 'motion significantly', 'significantly compared', 'stick-slip motion significantly', 'motion significantly compared', 'characteristics', 'determined', 'action', 'controllers', 'implemented', 'systems', 'experiences', 'reduces', 'error', 'stick-slip', 'motion', 'significantly', 'compared', 'standard']",0.07142857142857142,0.8,0.13114754098360656,5,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32442779675331157,0.06900892076935633
"['synthetic images', 'perceptual color differences', 'image rendering', 'color images', 'perceptually based metrics', 'visual quality', 'digital simulations', 'pixel by pixel metric', 'local distance map', 'global value', 'recursive subdivision', 'adaptative distance map']","['image rendering processes', 'perceptual color differences', 'define perceptually based', 'perceptually based metrics', 'quality image metrics', 'synthetic color images', 'synthetic images based', 'rendering processes', 'increasing importance', 'quantitative comparisons', 'define perceptually', 'objectively assess', 'digital simulations', 'image quality metric', 'objective image quality', 'synthetic color', 'image rendering', 'visual quality', 'images', 'color', 'llab color space', 'cielab1976 color space', 'synthetic images', 'perceptual color', 'color differences', 'perceptually based', 'synthetic', 'quality image', 'image metrics', 'image quality', 'metric', 'quality', 'color space', 'llab color', 'cielab1976 color', 'based metrics', 'based', 'quality metric', 'objective image', 'color images', 'images based', 'distance map', 'perceptual', 'differences', 'improvement', 'rendering', 'processes', 'increasing', 'importance', 'quantitative', 'comparisons', 'essential', 'define', 'enable', 'objectively', 'assess', 'visual', 'digital', 'simulations', 'methodology', 'space', 'new methodology', 'distance', 'map', 'pixel', 'llab', 'cielab1976', 'paper proposes', 'complex images', 'pixel metric', 'metric proposed', 'second metric', 'metric associates', 'local distance map', 'metric uses', 'response', 'need', 'paper', 'proposes', 'new', 'determination', 'gives', 'answer', 'problem', 'local distance', 'adaptative distance map', 'second metric associates', 'perception', 'complex', 'modification', 'introduces', 'local', 'finally', 'method', 'second', 'associates', 'pair', 'global', 'value', 'uses', 'recursive', 'subdivision', 'obtain', 'adaptative', 'rougher', 'expensive', 'compute', 'global value', 'recursive subdivision']",0.10091743119266056,0.9166666666666666,0.18181818181818182,12,109,0.4,0.16666666666666666,0.23529411764705882,0.2,0.16666666666666666,0.1818181818181818,0.13333333333333333,0.16666666666666666,0.14814814814814814,0.6390982632752982,0.24517215735297226
"['color plane interpolation', 'alternating projections', 'digital cameras', 'demosaicing', 'color filter arrays', 'color artifacts']","['blue colors according', 'commercial digital cameras', 'digital cameras use', 'cameras use color', 'use color filter', 'color filter arrays', 'alternating projections', 'cameras use', 'filter arrays', 'specific pattern', 'color plane interpolation', 'sample red', 'blue colors', 'colors according', 'plane interpolation', 'color', 'commercial digital', 'digital cameras', 'color plane', 'use color', 'color filter', 'demosaicing', 'sample', 'plane', 'interpolation', 'color sample', 'digital', 'alternating', 'projections', 'commercial', 'cameras', 'filter', 'arrays', 'red', 'green', 'blue', 'according', 'specific', 'pattern', 'technique', 'neighboring samples', 'digital camera pipeline', 'visible color', 'color artifacts', 'interpolated', 'location', 'pixel', 'taken', 'values', 'neighboring', 'highly visible color', 'visible color artifacts', 'important tasks', 'camera pipeline', 'demosaicing technique', 'known', 'important', 'tasks', 'pipeline', 'error', 'performed', 'appropriately', 'images', 'suffer', 'highly', 'visible', 'artifacts', 'new demosaicing', 'paper', 'present', 'new', 'inter-channel', 'correlation', 'effectively', 'scheme', 'compared', 'state-of-the-art', 'outperforms', 'visually', 'terms', 'mean', 'square', 'performed appropriately', 'images suffer', 'highly visible', 'state-of-the-art demosaicing', 'square error', 'uses inter-channel', 'inter-channel correlation', 'correlation effectively', 'alternating-projections scheme', 'mean square', 'state-of-the-art demosaicing techniques', 'inter-channel correlation effectively', 'mean square error']",0.06315789473684211,1.0,0.11881188118811882,6,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894846776121187,0.04205427086904853
"['weak sinusoidal signals', 'mammalian auditory system', 'peripheral auditory system', 'quiescent firing rate', 'spiral ganglion neuron']","['stochastic fitzhugh-nagumo model', 'weak sinusoidal signals', '-lrb- qfr -rrb-', 'fitzhugh-nagumo model', 'mammalian auditory system', 'weak sinusoidal', 'sinusoidal signals', 'rate -lrb- qfr', 'information theory -lrb-', 'synaptic depression', 'action-recovery model', 'auditory information processing', 'information processing', 'qfr -rrb-', '-lrb- qfr', 'study limits', 'overall model covers', 'qfr', 'model', 'information processing performance', 'fitzhugh-nagumo', 'mammalian auditory', 'auditory system', '-rrb-', '-lrb-', 'information', 'synaptic connection', 'overall model', 'model covers', 'processing', 'system', 'auditory information', 'synaptic', 'firing rate -lrb-', 'theory -lrb-', 'auditory', 'peripheral auditory system', 'small amplitudes -rrb-', 'rate -lrb-', 'amplitudes -rrb-', 'parameters', 'signal -lrb-', 'limits', 'hair cell', 'information theory', 'cell', 'optimality', 'study', 'detection', 'estimation', 'weak', 'sinusoidal', 'signals', 'primary', 'mammalian', 'stochastic', 'action-recovery', 'depression', 'optimal processing according', 'fundamental limits', 'optimal processing', 'processing performance', 'phi', 'divergences', 'cochlear nucleus', 'statistics', 'set', 'optimal', 'processing according', 'so-called phi', 'new', 'important phi', 'divergences simultaneously', 'peripheral auditory', 'probability measures', 'intimately related', 'set corresponds', 'optimal value', 'overall', 'covers', 'chain', 'hair', 'point', 'connection', 'cochlear', 'nucleus', 'constant quiescent firing', 'quiescent firing rate', 'spiral ganglion neuron', 'constant quiescent', 'quiescent firing', 'firing rate', 'spiral ganglion', 'ganglion neuron', 'quantify', 'dissimilarity', 'performance', 'evaluated', 'so-called', 'probability', 'measures', 'intimately', 'related', 'number', 'fundamental', 'theory', 'new explanation', 'provide new', 'new insight', 'frequency dependent', 'essentially independent', 'small amplitudes', 'optimize', 'exists', 'important', 'simultaneously', 'corresponds', 'constant', 'quiescent', 'firing', 'rate', 'spiral', 'ganglion', 'neuron', 'consequently', 'value', 'frequency', 'dependent', 'essentially', 'amplitude', 'small', 'tuned', 'provide new insight', 'according', 'standard', 'criteria', 'accomplished', 'offers', 'explanation', 'provide', 'insight', 'role', 'played', 'peripheral', 'role played']",0.034482758620689655,1.0,0.06666666666666667,5,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26000048597016007,0.03168211249955428
"['controllability', 'shells', 'minimal time', 'thin cups']","['ingham -lrb- 1936', '-lrb- 1936 -rrb-', '-rrb- type theorems', '1936 -rrb- type', 'ingham -lrb-', 'exact controllability result', 'fourier method', '-lrb- 1936', '1936 -rrb-', '-rrb- type', 'type theorems', 'exact controllability', 'minimal time', 'thin cups', 'recent improvements', 'controllability result', 'fourier', 'ingham', '-lrb-', '-rrb-', 'controllability', 'theorems', 'exact', 'shells', 'minimal', 'time', 'prove', 'result', 'thin', 'cups', 'method', 'recent', 'improvements', '1936', 'type']",0.11428571428571428,1.0,0.20512820512820512,4,35,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.13333333333333333,0.5,0.2105263157894737,0.4359257946383156,0.1411231884057971
"['neural network architectures', 'postintegration lateral inhibition', 'competition', 'preintegration lateral inhibition', 'neural network', 'unsupervised learning']","['enhances unsupervised learning', 'uses postintegration lateral', 'architectures uses postintegration', 'inhibition enhances unsupervised', 'enhances unsupervised', 'unsupervised learning', 'influential class', 'uses postintegration', 'lateral inhibition', 'network architectures uses', 'neural network', 'preintegration lateral inhibition', 'lateral inhibition enhances', 'preintegration lateral', 'lateral', 'inhibition', 'neural network architectures', 'architectures uses', 'inhibition enhances', 'neural', 'network', 'preintegration', 'enhances', 'unsupervised', 'learning', 'large', 'influential', 'class', 'uses', 'postintegration', 'mechanism', 'generate', 'right', 'competition', 'architectures', 'argue', 'learn', 'appropriate', 'representations', 'alternative neural network', 'computationally deficient', 'certain circumstances', 'network architecture', 'appropriate perceptual representations', 'appropriate perceptual', 'perceptual representations', 'alternative neural', 'generate outputs', 'conventional neural network', 'algorithms', 'computationally', 'deficient', 'fail', 'perceptual', 'certain', 'circumstances', 'conventional neural', 'alternative', 'presented', 'nodes', 'compete', 'receive', 'inputs', 'outputs', 'provide appropriate', 'appropriate coding', 'representations efficiently', 'furthermore', 'nodes compete', 'receive inputs', 'plausible', 'form', 'implemented', 'provide', 'coding', 'properties', 'efficiently', 'consistent', 'neuroanatomical', 'neuropsychological', 'data', 'advantages', 'conventional', 'remaining', 'equally', 'biologically', 'coding properties', 'provide appropriate coding', 'appropriate coding properties', 'biologically plausible', 'neuropsychological data', 'computational advantages', 'remaining equally', 'equally biologically', 'equally biologically plausible', 'remaining equally biologically', 'used']",0.05154639175257732,0.8333333333333334,0.0970873786407767,6,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2836342557364126,0.03936083685088504
"['option pricing', 'stochastic calculus', 'stocks', 'bonds', 'natural martingale']","['truncated levy distributions', 'option pricing', 'path integral', 'truncated levy', 'levy distributions', 'path integral formalism', 'non-gaussian price fluctuations', 'levy', 'natural martingale', 'pricing', 'option', 'integral', 'non-gaussian', 'integral formalism', 'non-gaussian price', 'path', 'fluctuations', 'price fluctuations', 'simple stochastic calculus', 'truncated', 'distributions', 'martingale', 'natural', 'simple stochastic', 'stochastic calculus', 'wealth balance', 'resulting formula', 'price', 'application', 'formalism', 'set', 'simple', 'stochastic', 'calculus', 'derive', 'wealth', 'balance', 'stocks', 'bonds', 'resulting', 'formula', 'evaluated']",0.11904761904761904,1.0,0.21276595744680848,5,42,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.4,0.2,0.41977099467177137,0.13283193636889928
