Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['scholarly online books', 'print books', 'costs', 'marketplace arrangements', 'research', 'learning']","['books', 'online books', 'online', 'scholars', 'potential', 'librarians', 'scholarly', 'books evaluation', 'evaluation', 'evaluation project', 'project', 'costs', 'columbia university', 'columbia', 'scholarly online', 'print', 'serve', 'serve scholars', 'university', 'instead', 'issues', 'enhancing profitability', 'librarians potential', 'librarians face', 'learning teaching', 'face', 'learning', 'issues included', 'face lower', 'included scholars', 'features', 'features scholars', 'instead print', 'greater', 'greater opportunities', 'enhancing', 'included', 'using online', 'costs serve', 'efficient effective', 'books columbia', '1995 1999', '1999', '1999 issues', 'able', 'able offer', 'arrangements', 'arrangements scholars', 'better', 'better librarians', 'books 1995', 'books costs', 'efficient', 'books enhancing', 'books instead', 'books make', 'books potential', 'books publishers', 'books role', 'costs producing', 'life', 'effective', 'effective librarians', 'librarians sought', 'marketplace', 'life features', 'lower', 'publishers', 'publishers able', 'research', 'research learning', 'role', 'role play', 'scholarly life', 'scholars better', 'scholars greater', 'scholars librarians', 'scholars online', 'scholars potential', 'scholars using', 'sought', 'sought online', 'studied', 'studied potential', 'teaching', 'teaching efficient', 'university online', 'university studied', 'use', 'use books', 'project online', 'project columbia', 'profitability', 'owning print', 'lower costs', 'make', 'make research', 'using', 'marketplace arrangements', 'offer', 'offer scholars', 'opportunities', 'opportunities use', 'owning', 'perspectives', 'producing owning', 'perspectives scholarly', 'play', 'play scholarly', 'potential marketplace', 'potential online', 'potential scholarly', 'potential serve', 'print books', 'print online', 'producing', '1995']",0.042735042735042736,0.8333333333333334,0.08130081300813008,6,117,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.32938662872433827,0.04573653458577634
"['distributed system', 'nonreactive behaviour', 'topology', 'dynamic changes', 'optimal quiescence time', 'synchronous network', 'finite state', 'quiescence time', 'unique identifiers', 'proof technique']","['protocol', 'stabilizing', 'behaviour', 'synchronous', 'self', 'dynamic', 'prove', 'synchronous self', 'stabilization', 'knowledge', 'time', 'self stabilization', 'universal', 'optimal', 'does', 'quiescence', 'allows', 'quiescence time', 'effective proof', 'finite', 'existence', 'effective', 'dynamic synchronous', 'existence universal', 'exists', 'exists rrb', 'work protocol', 'identifiers', 'finite state', 'given', 'given case', 'identifiers consequence', 'increases', 'increases asymmetry', 'knowledge does', 'knowledge work', 'long', 'long protocol', 'loss', 'loss quiescence', 'lrb', 'lrb long', 'models', 'dynamic changes', 'distributed stabilize', 'drastic increases', 'certain', 'additional knowledge', 'allows distributed', 'allows self', 'asymmetry', 'asymmetry knowledge', 'available', 'available stabilizing', 'behaviour exists', 'behaviour lrb', 'behaviour possible', 'breaking', 'breaking conditions', 'case', 'case unique', 'certain behaviour', 'drastic', 'changes', 'changes topology', 'conditions', 'conditions available', 'consequence', 'consequence provide', 'desired', 'desired nonreactive', 'diameter', 'diameter protocol', 'distributed', 'negligible loss', 'does require', 'does use', 'negligible', 'optimal quiescence', 'network', 'network processors', 'rrb', 'rrb previous', 'self stabilizing', 'stabilization certain', 'stabilization prove', 'stabilize', 'stabilize desired', 'stabilizing behaviour', 'stabilizing protocol', 'stabilizing respect', 'state', 'state negligible', 'symmetry', 'symmetry breaking', 'synchronous network', 'technique', 'technique allows', 'time optimal', 'time synchronous', 'topology', 'topology prove', 'unique', 'unique identifiers', 'universal dynamic', 'universal synchronous', 'use', 'use additional', 'wide', 'wide range', 'respect dynamic', 'respect', 'required drastic', 'proposals required', 'nonreactive', 'nonreactive behaviour', 'optimal protocol', 'work', 'possible', 'possible wide', 'previous', 'previous proposals', 'processors', 'processors diameter', 'proof', 'proof technique', 'proposals', 'protocol allows', 'required', 'protocol does', 'protocol finite', 'protocol given', 'protocol protocol', 'protocol stabilizing', 'prove existence', 'prove optimal', 'provide', 'provide effective', 'range', 'range models', 'require', 'require symmetry', 'additional']",0.055944055944055944,0.8,0.1045751633986928,10,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37618043086885405,0.05850949816467058
"['survey', 'suppliers', 'publication software packages']","['house fulfillment', 'fulfillment', 'house', '2002', '2002 house', 'fulfillment systems', 'fulfillment suppliers', '13th annual', 'date current', 'date', 'current capabilities', 'current', 'cm 13th', 'cm', 'systems', 'capabilities', 'brings date', 'brings', 'annual survey', 'annual', 'capabilities leading', 'systems report', 'leading', 'leading publication', 'survey house', 'survey', 'suppliers brings', 'suppliers', 'software packages', 'software', 'rsb cm', 'rsb', 'report lsb', 'report', 'publishing rsb', 'publishing', 'publication software', 'publication', 'packages', 'lsb publishing', 'lsb', '13th']",0.047619047619047616,0.6666666666666666,0.08888888888888889,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31048542254285344,0.055001845699520116
"['health care', 'strategy']","['uk nhs', 'properly soon', 'care rsb', 'deliver', 'deliver time', 'health', 'health care', 'lsb', 'lsb health', 'minds', 'minds lsb', 'nhs', 'nhs programme', 'programme', 'programme deliver', 'properly', 'rsb', 'uk', 'rsb things', 'short', 'short term', 'simple', 'simple minds', 'soon', 'soon short', 'strategy', 'strategy uk', 'term', 'term strategy', 'things', 'things properly', 'time', 'care']",0.06060606060606061,1.0,0.1142857142857143,2,33,0.0,0.0,0.0,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.3625514281368038,0.06060606060606061
"['teachers', 'advanced computer multimedia program', 'new technologies', 'local culture', 'regional state university', 'computer multimedia', 'local cultural heritage']","['learning', 'project based', 'based', 'project', 'based learning', 'using', 'teachers', 'rrb', 'culture', 'preserve', 'pedagogy', 'computer multimedia', 'computer', 'multimedia', 'louisiana', 'using project', 'local', 'learning pedagogy', 'lrb', 'inservice', 'functions', 'edtc', 'edtc 658', 'educational', 'educational technology', 'learning local', 'focused', 'focused modeling', 'learning integrated', 'learned computer', 'high tech', 'functions microcomputers', 'graphics', 'graphics animation', 'learned', 'integrated learning', 'groups', 'director lrb', 'integrated', 'inservice teachers', 'heritage', 'high', 'groups school', 'culture using', 'director', 'author trained', '658 advances', 'acadian', 'acadian traditions', 'advanced', 'advanced computer', 'advances', 'advances educational', 'animation', 'animation sound', 'areas', 'areas regional', 'article', 'article describes', 'author', 'cajun', 'describes groups', 'cajun culture', 'called', 'called director', 'celebrate', 'celebrate local', 'content', 'content course', 'course', 'course focused', 'cultural', 'cultural heritage', 'culture superiority', 'learning using', 'describes', 'learning teachers', 'video article', 'legacy', 'tech preserve', 'sound', 'sound video', 'southwestern', 'southwestern louisiana', 'state', 'state university', 'superiority', 'superiority text', 'surrounding', 'surrounding areas', 'teachers learning', 'teachers southwestern', 'teachers surrounding', 'tech', 'technologies', 'legacy multi', 'technologies used', 'technology', 'technology author', 'text', 'text graphics', 'traditions', 'traditions legacy', 'trained', 'trained inservice', 'university', 'university louisiana', 'used', 'used preserve', 'using high', 'school teachers', 'school', 'rrb lrb', 'rrb content', 'local cultural', 'local culture', 'video', 'louisiana advanced', 'louisiana learned', 'lrb macromedia', 'lrb rrb', 'macromedia', 'macromedia rrb', 'microcomputers', 'microcomputers new', 'modeling', 'modeling project', 'multi', 'multi functions', 'multimedia program', 'multimedia using', 'new', 'new technologies', 'pedagogy edtc', 'pedagogy researching', 'preserve cajun', 'preserve celebrate', 'program', 'program called', 'regional', 'regional state', 'researching', 'researching acadian', '658']",0.027777777777777776,0.5714285714285714,0.052980132450331126,7,144,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.13333333333333333,0.2857142857142857,0.18181818181818182,0.3720459678514109,0.06379042845208259
"['archivists', 'cultural changes', 'labor unions', 'union leadership', 'union members', 'union funding', 'labor archival programs', 'union cooperation', 'obsolete deposit agreements', 'union offices', 'institutional cultures', 'union bureaucracy', 'internal dynamics', 'large academic libraries', 'collective voice']","['labor', 'union', 'archivists', 'unions', 'labor archivists', 'need', 'outreach', 'programs', 'labor movement', 'archival', 'archival programs', 'labor archival', 'movement', 'academic', 'union leadership', 'institutional cultures', 'ensure organizational', 'ensure', 'enmeshed union', 'enmeshed', 'efforts unions', 'efforts', 'dynamics politics', 'dynamics', 'documented article', 'documented', 'district local', 'district', 'distinct institutional', 'distinct', 'disconnect union', 'disconnect', 'designing implementing', 'designing', 'deposit agreements', 'deposit', 'cultures lrb', 'cultures', 'cultural changes', 'establish', 'establish relevancy', 'examines', 'fundamental disconnect', 'inherent administering', 'inherent', 'implementing outreach', 'implementing', 'greater thought', 'greater', 'getting message', 'getting', 'funding support', 'funding', 'fundamental', 'examines need', 'fully documented', 'fully', 'fronts need', 'fronts', 'file unions', 'file', 'face getting', 'face', 'experiencing fully', 'experiencing', 'cultural', 'critical fronts', 'critical', 'american labor', 'article', 'archivists vital', 'archivists successful', 'archivists reach', 'archivists pulled', 'archivists need', 'archivists challenged', 'unions save', 'vital', 'vital critical', 'american', 'attempting', 'amending obsolete', 'amending', 'agreements coordinating', 'agreements', 'administering large', 'administering', 'actively unions', 'actively', 'academic nature', 'academic libraries', 'article examines', 'attempting resolve', 'coordinating efforts', 'closing', 'coordinating', 'cooperation reviewing', 'cooperation', 'continues path', 'continues', 'compromised internal', 'compromised', 'collective voice', 'collective', 'closing district', 'changes labor', 'bridge', 'changes', 'change restructuring', 'change', 'challenged ensure', 'challenged', 'bureaucracy rrb', 'bureaucracy', 'bureaucracies rank', 'bureaucracies', 'bridge fundamental', 'institutional', 'internal', 'union funding', 'internal dynamics', 'rejuvenation archivists', 'rejuvenation', 'records closing', 'records', 'reach actively', 'reach', 'rank file', 'rank', 'pulled distinct', 'pulled', 'public', 'progress american', 'progress', 'programs obtaining', 'programs compromised', 'programs bridge', 'union offices', 'problems face', 'problems', 'politics inherent', 'politics', 'political cultural', 'political', 'relevancy', 'relevancy unions', 'reorganization', 'secure union', 'union cooperation', 'union bureaucracy', 'union bureaucracies', 'union members', 'thought designing', 'thought', 'support labor', 'support', 'successful collective', 'successful', 'secure', 'reorganization rejuvenation', 'save records', 'save', 'rrb labor', 'rrb', 'reviewing amending', 'reviewing', 'restructuring archivists', 'restructuring', 'resolve outstanding', 'resolve', 'pilgrim progress', 'pilgrim', 'period momentous', 'libraries', 'momentous', 'message union', 'message', 'members outreach', 'members', 'lrb academic', 'lrb', 'local union', 'local', 'libraries unions', 'leadership union', 'unions labor', 'leadership', 'large academic', 'large', 'labor unions', 'voice', 'unions period', 'unions problems', 'unions public', 'issues labor', 'issues', 'momentous change', 'movement continues', 'period', 'offices attempting', 'path reorganization', 'path', 'outstanding issues', 'outstanding', 'outreach programs', 'outreach pilgrim', 'outreach labor', 'union outreach', 'organizational political', 'organizational', 'offices', 'movement establish', 'obtaining union', 'obtaining', 'obsolete deposit', 'obsolete', 'need secure', 'need labor', 'need greater', 'unions experiencing', 'nature enmeshed', 'nature', 'voice labor']",0.053811659192825115,0.8,0.10084033613445377,15,223,0.2,0.06666666666666667,0.1,0.1,0.06666666666666667,0.08,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.4338050978452452,0.06940288635792426
"['traffic noise transmission', 'open window', 'rectangular room', 'sound pressure', 'traffic noise prediction methods', 'mode coupling theory', 'wave theory']","['noise', 'coherence', 'room', 'results', 'experimental', 'high', 'rise', 'traffic', 'traffic noise', 'high rise', 'method', 'rectangular', 'room high', 'window', 'rise building', 'building', 'rectangular room', 'generally', 'theory', 'good', 'open window', 'transmission', 'anc', 'proposed', 'open', 'essential', 'essential effective', 'error signals', 'window room', 'error', 'enabled determine', 'effective noise', 'effective', 'enabled', 'floors', 'experimental coherence', 'experimental investigations', 'investigations coherence', 'investigations', 'inside rectangular', 'inside', 'good coherence', 'good agreement', 'generally good', 'generally dominated', 'frequency components', 'frequency', 'floors 34', 'dominated', 'floor high', 'floor', 'experimental results', 'dominated low', 'coupling', 'determine potentials', 'determine', 'building outside', 'building calculated', 'based traffic', 'based', 'application good', 'application', 'anc used', 'anc rrb', 'agreement experimental', 'agreement', 'active noise', 'active', '34 floor', '34', '30th floors', '30th', '17th 30th', 'buildings', 'buildings method', 'calculated', 'components', 'demonstrate usefulness', 'demonstrate', 'coupling theory', 'limitations anc', 'control lrb', 'control', 'components active', 'coherence traffic', 'calculated results', 'coherence sound', 'coherence results', 'coherence reference', 'checked based', 'checked', 'calculating coherence', 'calculating', 'limitations', 'method predicting', 'located', 'rrb technology', 'sound', 'similar rectangular', 'similar', 'signals essential', 'signals', 'shown similar', 'shown', 'rrb', 'results demonstrate', 'rooms located', 'rooms', 'room proposed', 'room generally', 'rise buildings', 'results shown', 'results proposed', 'sound pressure', 'technology', 'technology application', 'theoretical', 'wave theory', 'wave', 'usefulness method', 'usefulness', 'used reduce', 'used', 'transmitted room', 'transmitted', 'transmission open', 'transmission experimental', 'theory results', 'theory mode', 'theoretically calculating', 'theoretically', 'theoretical experimental', 'results paper', 'reference error', 'located 17th', 'methods wave', 'noise transmitted', 'noise transmission', 'noise reduction', 'noise prediction', 'noise control', 'mode coupling', 'mode', 'methods', 'reference', 'method theoretically', 'window rectangular', 'method generally', 'lrb anc', 'lrb', 'low frequency', 'low', 'outside', 'outside open', 'paper', 'paper enabled', 'reduction checked', 'reduction', 'reduce transmission', 'reduce', 'rectangular rooms', 'proposed traffic', 'proposed method', 'pressure inside', 'pressure', 'prediction methods', 'prediction', 'predicting coherence', 'predicting', 'potentials limitations', 'potentials', '17th']",0.023255813953488372,0.5714285714285714,0.04469273743016759,7,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3251173612198943,0.046644518272425245
"['linear extensions', 'electronic descriptors', 'modeled order', 'end points']","['order', 'compounds', 'rrb', 'linear extensions', 'end', 'partial', 'based', 'extensions', 'linear', 'lrb', 'improving', 'partial order', 'model', 'ordering', 'compounds experimentally', 'experimentally investigated', 'experimentally', 'experimental order', 'pot', 'end point', 'point', 'experimental', 'theory', 'investigated', 'order rrb', 'modeled', 'modeled order', 'application', 'extended application', 'method allows', 'method', 'lrb pot', 'explore', 'explore possibilities', 'extended', 'improving predicting', 'eventually lead', 'extensions appears', 'lrb modeled', 'extensions model', 'lrb experimental', 'extensions partial', 'lead prediction', 'lead', 'investigated assigned', 'improving methodology', 'values compounds', 'eventually', 'applied explore', 'based selected', 'based qsars', 'based end', 'attractive operationally', 'attractive', 'assigned position', 'assigned', 'applied', 'end points', 'application pot', 'application called', 'appears promising', 'appears', 'allows ordering', 'allows', 'activity relationship', 'called', 'called linear', 'combined', 'combined linear', 'methodology', 'electronic', 'distribution curves', 'distribution', 'directly comparable', 'directly', 'descriptors lrb', 'descriptors', 'curves range', 'curves', 'compounds directly', 'compounds based', 'compounds applied', 'comparable noninvestigated', 'comparable', 'electronic descriptors', 'modeling', 'methodology theory', 'promising', 'rrb modeled', 'rrb based', 'rrb attractive', 'resembles experimental', 'resembles', 'relationship modeling', 'relationship', 'range possible', 'range', 'quantitative structure', 'quantitative', 'qsars linear', 'qsars', 'providing probability', 'providing', 'selected', 'selected structural', 'simple', 'study partial', 'value application', 'value', 'tool providing', 'tool', 'theory lrb', 'theory extended', 'study', 'simple method', 'structure activity', 'structure', 'structural electronic', 'structural', 'solubility lrb', 'solubility', 'promising tool', 'probability distribution', 'model eventually', 'probability', 'partial ordering', 'ordering compounds', 'ordering combined', 'order theory', 'order study', 'order resembles', 'order compounds', 'order based', 'operationally simple', 'operationally', 'noninvestigated compounds', 'noninvestigated', 'modeling compounds', 'values', 'model order', 'point value', 'point values', 'points', 'pot rrb', 'prediction end', 'prediction', 'predicting power', 'predicting', 'power partial', 'power', 'pot quantitative', 'points solubility', 'possible end', 'possible', 'possibilities improving', 'possibilities', 'position model', 'position', 'activity']",0.025157232704402517,1.0,0.049079754601226995,4,159,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.35621582953122055,0.05543575920934411
"['formal model', 'computing with words', 'fuzzy automata', 'fuzzy subsets', 'input alphabet', 'extension principle']","['automata', 'computing', 'fuzzy', 'fuzzy automata', 'values', 'computing words', 'words', 'computing values', 'classical', 'classical automata', 'formal', 'input', 'formal models', 'strings', 'principle', 'process', 'models computing', 'new', 'models', 'fuzzy subsets', 'formal model', 'extra computations', 'worth noting', 'generalizations', 'generalizations classical', 'implemented', 'implemented computing', 'indicates', 'indicates computing', 'input alphabet', 'input symbols', 'inputs', 'inputs instead', 'instead', 'extra', 'devices computing', 'extension principle', 'automata serve', 'abstract rrb', 'alphabet', 'alphabet new', 'automata formal', 'automata fuzzy', 'automata generalizations', 'automata inputs', 'automata knowledge', 'automata lrb', 'automata process', 'big', 'extension', 'big extra', 'certain', 'certain vagueness', 'computation', 'computation introduce', 'computations', 'devices', 'introduce', 'establish', 'establish extension', 'instead strings', 'kind', 'introduce new', 'involved', 'state vague', 'strings fuzzy', 'strings input', 'subsets', 'subsets input', 'symbols', 'symbols fuzzy', 'uncertain', 'uncertain worth', 'uncertainty', 'uncertainty involved', 'vague', 'vague uncertain', 'vagueness', 'vagueness uncertainty', 'values certain', 'values computing', 'values fuzzy', 'values price', 'words classical', 'words establish', 'words implemented', 'words principle', 'state', 'serve formal', 'serve', 'model computing', 'involved process', 'worth', 'kind fuzzy', 'knowledge', 'knowledge state', 'like', 'like classical', 'lrb', 'lrb abstract', 'model', 'new fuzzy', 'rrb devices', 'new kind', 'noting', 'noting like', 'price', 'price big', 'principle computing', 'principle indicates', 'process computation', 'process strings', 'rrb', 'abstract']",0.043859649122807015,0.8333333333333334,0.08333333333333333,6,114,0.2,0.16666666666666666,0.1818181818181818,0.1,0.16666666666666666,0.125,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.3808168680720297,0.07960208492245105
"['circuit models', 'parameter estimation', 'frequency response', 'series resistance', 'linear regression', 'lossy inductance', 'lossless inductor']","['frequency', 'voice coil', 'coil', 'voice', 'inductor', 'model', 'losses', 'mmf', 'data', 'inductance', 'frequency response', 'frequency dependent', 'circuit', 'dependent', 'flux mmf', 'loudspeaker voice', 'loudspeaker', 'flux', 'core', 'ratio', 'presented', 'response', 'illustrate effects', 'extracting model', 'circuit models', 'extracting', 'expressions elements', 'expressions', 'illustrate', 'coil inductance', 'circuit model', 'inductance losses', 'experimental', 'inductance loudspeaker', 'inductor losses', 'inductor require', 'inductor resistor', 'justify', 'justify model', 'assumption ratio', 'leads', 'leads circuit', 'linear', 'experimental data', 'estimation effect', 'example presented', 'derived', 'coil spice', 'composed', 'composed lossless', 'constant', 'constant linear', 'core flux', 'core frequency', 'data experimental', 'data presented', 'dependence', 'dependence leads', 'dependent mathematical', 'dependent small', 'derived assumption', 'example', 'described', 'described extracting', 'driver', 'effect', 'effect frequency', 'effects', 'effects voice', 'element', 'element shown', 'elements', 'linear regression', 'estimation', 'coil inductor', 'elements derived', 'lossless', 'losses circuit', 'signal', 'resistance', 'resistance separated', 'resistor', 'resistor parallel', 'response series', 'response typical', 'separate', 'separate element', 'separated', 'separated treated', 'series', 'series resistance', 'shown', 'shown losses', 'signal operation', 'losses frequency', 'small', 'small signal', 'spice', 'spice example', 'sup', 'sup constant', 'technique', 'technique described', 'treated', 'treated separate', 'typical', 'typical driver', 'varies', 'varies omega', 'require ratio', 'require', 'regression technique', 'regression', 'losses inductor', 'lossless inductor', 'lossy', 'lossy inductance', 'mathematical', 'mathematical expressions', 'measured', 'measured data', 'mmf core', 'mmf varies', 'model composed', 'model lossy', 'model parameters', 'models', 'models parameter', 'omega', 'omega sup', 'operation', 'operation dependence', 'parallel', 'parallel frequency', 'parameter', 'parameter estimation', 'parameters', 'parameters measured', 'presented illustrate', 'presented justify', 'ratio core', 'ratio flux', 'assumption']",0.04895104895104895,1.0,0.09333333333333334,7,143,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.3384259438219065,0.048451548451548455
"['traditional schooling', 'entrepreneurial instincts', 'traditional subject areas', 'elementary school', 'university level courses']","['program', 'problem', 'level', 'entrepreneurs', 'entrepreneurs action', 'traditional', 'action', 'details', 'delivered internet', 'delivered', 'creative entrepreneurial', 'creative', 'courses authors', 'details explained', 'different', 'different approach', 'education', 'education involves', 'elementary', 'efficacy', 'efficacy program', 'control characteristics', 'elementary school', 'entrepreneurial', 'entrepreneurial instincts', 'explained', 'explained elementary', 'explores', 'explores different', 'instincts', 'instincts children', 'instruction', 'courses', 'control', 'internet', 'compliance control', 'action program', 'action web', 'activities', 'activities undertaken', 'america', 'america built', 'approach', 'approach education', 'areas', 'areas process', 'article', 'article explores', 'authors', 'authors outline', 'based', 'based instruction', 'built', 'built systems', 'called', 'called entrepreneurs', 'capturing', 'capturing student', 'case', 'case model', 'characteristics', 'characteristics stifle', 'children', 'children subjected', 'compliance', 'instruction delivered', 'web case', 'internet called', 'schooling america', 'seeks involve', 'solving', 'solving activities', 'stifle', 'stifle creative', 'student', 'student use', 'students', 'students problem', 'subject', 'subject areas', 'subjected', 'subjected tactics', 'systems', 'systems compliance', 'tactics', 'tactics article', 'test', 'test efficacy', 'traditional schooling', 'traditional subject', 'undertaken', 'undertaken program', 'university', 'university level', 'use', 'use problem', 'seeks', 'schooling', 'web', 'school university', 'involve students', 'involves', 'involves capturing', 'learning', 'learning traditional', 'level courses', 'model', 'model traditional', 'outline', 'outline plans', 'outset', 'outset promote', 'plans', 'plans test', 'problem outset', 'problem project', 'problem solving', 'process', 'process problem', 'program details', 'program level', 'program seeks', 'project', 'project based', 'promote', 'promote learning', 'school', 'involve']",0.0234375,0.6,0.045112781954887216,5,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27638729736756174,0.029447115384615384
"['computationally demanding application', 'modular design', 'data analysis software', 'clinical diagnosis', 'dedicated software', 'automatic data exchange', 'linear discriminant analysis']","['analysis', 'data', 'data analysis', 'raman', 'software', 'design', 'real time', 'time', 'spectra', 'real', 'raman spectra', 'signal', 'signal processing', 'implementation', 'vivo raman', 'application', 'vivo', 'program', 'processing', 'based', 'dedicated software', 'data acquisition', 'custom data', 'custom', 'computationally demanding', 'computationally', 'data exchange', 'dedicated', 'component analysis', 'demands', 'demanding', 'demanding application', 'discriminant analysis', 'discriminant', 'different applications', 'different', 'diagnosis demands', 'diagnosis', 'developing custom', 'developing', 'designed array', 'designed', 'design providing', 'design implementation', 'design based', 'demands dedicated', 'clinically relevant', 'component', 'classification', 'clinically', 'array based', 'acquisition analysis', 'allows', 'allows real', 'analysis enabling', 'analysis linear', 'analysis program', 'analysis raman', 'analysis routines', 'analysis software', 'application classification', 'application vivo', 'applications', 'applications implementation', 'array', 'automatic', 'clinical diagnosis', 'automatic data', 'available', 'available real', 'based automatic', 'based calculations', 'basis', 'basis vivo', 'calculations', 'calculations data', 'characterization', 'characterization basis', 'enabling clinically', 'classification skin', 'clinical', 'enabling', 'grams', 'exchange', 'routines different', 'software package', 'software modular', 'skin spectra', 'skin', 'rrb data', 'rrb', 'routines', 'exchange grams', 'relevant parameters', 'relevant', 'raman spectroscopy', 'providing great', 'providing', 'program matlab', 'software perform', 'spectra application', 'spectra design', 'spectra using', 'spectroscopic', 'spectroscopic data', 'spectroscopy', 'spectroscopy clinical', 'subsequent', 'subsequent lrb', 'time design', 'time signal', 'time tissue', 'tissue', 'tissue characterization', 'using', 'using principal', 'program designed', 'processing subsequent', 'processing data', 'lrb multivariate', 'extracted', 'extracted available', 'flexibility', 'flexibility developing', 'grams spectroscopic', 'great', 'great flexibility', 'illustrated', 'illustrated computationally', 'implementation illustrated', 'implementation software', 'linear', 'linear discriminant', 'lrb', 'matlab', 'principal component', 'matlab program', 'modular', 'modular design', 'multivariate', 'multivariate rrb', 'necessary', 'necessary signal', 'package', 'package allows', 'parameters', 'parameters extracted', 'perform', 'perform necessary', 'principal', 'acquisition']",0.019867549668874173,0.42857142857142855,0.0379746835443038,7,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2847266549677498,0.03432111575670644
"['shelving', 'climate control system', 'stored materials', 'patrons', 'online catalog record', 'remote location', 'courier deliveries']","['storage', 'university libraries', 'shelving', 'libraries', 'university', 'high density', 'high', 'materials', 'facility', 'ohio', 'ohio state', 'density', 'patrons', 'remote', 'item', 'storage facility', 'state university', 'state', 'depository article', '9000 square', 'describes', 'describes high', 'extends', 'extends life', '9000', 'facility bring', 'facility operated', 'feet', 'book', 'feet shelving', 'foot', 'foot tall', '30', '1995 capacity', 'house', '1995', 'house nearly', '12 times', 'informs', 'informs patrons', '30 foot', 'depository', 'book storage', 'climate', 'books', 'books size', 'bring', 'bring requested', 'capacity', 'capacity house', 'article describes', 'catalog', 'catalog record', 'climate control', 'density site', 'article', 'control', 'control extends', 'courier', 'item informs', 'delay', 'deliveries', 'deliveries storage', 'density remote', 'courier deliveries', 'libraries opened', 'item located', 'items', 'regular', 'regular courier', 'remote location', 'remote storage', 'requested', 'requested materials', 'shelving books', 'shelving sophisticated', 'site', 'site book', 'size', 'size 30', 'sophisticated', 'sophisticated climate', 'square', 'square feet', 'storage ohio', 'stored', 'stored materials', 'tall', 'tall shelving', 'times', 'times online', 'record item', 'record', 'patrons minimal', 'million', 'items 9000', 'libraries depository', 'life', 'life stored', 'located', 'located remote', 'location', 'location regular', 'materials 12', 'materials patrons', 'million items', 'patrons item', 'minimal', 'minimal delay', 'nearly', 'nearly million', 'online', 'online catalog', 'opened', 'opened 1995', 'operated', 'operated ohio', '12']",0.0423728813559322,0.7142857142857143,0.08,7,118,0.2,0.14285714285714285,0.16666666666666666,0.1,0.14285714285714285,0.11764705882352941,0.13333333333333333,0.2857142857142857,0.18181818181818182,0.40028396742871264,0.06657250470809793
